gene_symbol,n,n_pos,n_neg,varity,alphamissense,gmvp
KCNN3,18,4,14,0.9642857142857143,1.0,1.0
KCNN4,7,4,3,0.7500000000000001,0.9166666666666667,1.0
KCNQ1,237,223,14,0.9942344650864829,0.9974375400384369,0.9910313901345292
KCNQ2,392,378,14,0.988851095993953,0.9503023431594859,0.9913076341647771
KCNQ3,56,35,21,0.9945578231292517,0.9945578231292518,0.9972789115646259
KCNQ4,43,31,12,0.989247311827957,0.9946236559139785,0.9946236559139785
KCNQ5,36,14,22,0.8701298701298701,0.8928571428571428,0.9090909090909091
KCNT1,8,4,4,1.0,1.0,1.0
KCNT2,24,8,16,1.0,0.9765625,0.9765625
KCNV2,39,19,20,0.9657894736842105,0.968421052631579,0.8894736842105263
KDF1,13,4,9,1.0,0.9444444444444444,0.8888888888888888
KDM2B,23,13,10,1.0,1.0,1.0
KDM3B,58,15,43,0.9116279069767442,0.9534883720930233,0.910077519379845
KDM5A,14,3,11,0.9393939393939393,0.8181818181818181,0.8484848484848485
KDM5C,92,46,46,0.9948015122873346,0.9891304347826086,0.9522684310018903
KDM6A,17,7,10,0.8571428571428571,0.9142857142857144,0.9857142857142858
KDM6B,110,16,94,0.9847074468085106,0.9867021276595744,0.9534574468085106
KERA,11,7,4,1.0,1.0,1.0
KIAA0753,27,3,24,1.0,1.0,0.9444444444444444
KIF11,66,8,58,0.9525862068965517,0.9655172413793103,0.9676724137931034
KIF14,37,3,34,0.9705882352941176,0.8921568627450981,0.9705882352941176
KIF1A,136,130,6,0.8538461538461539,0.875,0.9974358974358974
KIF1C,27,8,19,0.9605263157894738,0.993421052631579,0.8289473684210527
KIF21A,33,11,22,0.8884297520661156,0.9256198347107438,0.8677685950413223
KIF22,53,8,45,0.8722222222222222,0.8722222222222222,0.8944444444444444
KIF2A,32,6,26,0.858974358974359,0.8717948717948719,0.8525641025641026
KIF4A,15,5,10,0.9199999999999999,0.9600000000000001,0.98
KIF5A,103,41,62,0.9523996852871754,0.9280094413847365,0.9590873328088119
KIF5B,8,4,4,1.0,1.0,1.0
KIF5C,21,7,14,1.0,0.9897959183673469,1.0
KIF7,27,3,24,0.8333333333333333,0.8888888888888888,0.8333333333333333
KISS1R,8,3,5,0.7333333333333333,0.6666666666666666,0.7333333333333333
KIT,53,30,23,0.9927536231884058,1.0,0.9347826086956522
KITLG,11,8,3,0.9583333333333334,0.9583333333333334,0.8333333333333334
KIZ,22,3,19,0.7192982456140351,0.9649122807017544,0.631578947368421
KLF1,19,10,9,1.0,1.0,0.9111111111111112
KLHL40,17,8,9,0.986111111111111,1.0,1.0
KMT2A,83,44,39,0.9761072261072261,0.9831002331002331,0.958041958041958
KMT2B,375,26,349,0.9234075380207185,0.9693630152082874,0.9717875247961207
KMT2C,451,19,432,0.7944688109161793,0.8675073099415205,0.8955896686159843
KMT2D,1198,109,1089,0.9201607400106151,0.9438884255398017,0.9298910708418632
KMT2E,120,9,111,0.8348348348348348,0.9039039039039038,0.8278278278278278
KPNA3,9,6,3,1.0,1.0,1.0
KRIT1,18,10,8,0.7375,0.7625000000000001,0.8625
KRT1,42,28,14,0.9744897959183674,0.9770408163265305,0.9668367346938775
KRT10,46,24,22,0.9848484848484849,0.9848484848484849,0.9829545454545454
KRT12,21,10,11,0.9090909090909091,0.8818181818181818,0.9181818181818181
KRT14,57,46,11,0.950592885375494,0.9960474308300394,0.8675889328063241
KRT16,39,16,23,0.9809782608695652,1.0,1.0
KRT17,38,15,23,0.9739130434782608,1.0,0.9913043478260869
KRT2,43,11,32,0.9886363636363636,0.9857954545454546,0.9971590909090909
KRT3,21,5,16,1.0,1.0,1.0
KRT5,88,68,20,0.924264705882353,0.9610294117647059,0.913235294117647
KRT6A,44,21,23,0.9565217391304348,0.9875776397515528,1.0
KRT6B,27,4,23,0.9891304347826088,1.0,0.9782608695652174
KRT83,27,3,24,0.9861111111111112,0.9722222222222222,1.0
KRT86,13,6,7,0.8571428571428572,1.0,1.0
KRT9,26,18,8,0.8402777777777778,0.8194444444444444,0.9930555555555556
KYNU,12,8,4,0.9375,1.0,0.96875
L1CAM,183,37,146,0.9766753054424288,0.9128100703443169,0.9374305812661978
L2HGDH,21,15,6,1.0,0.9666666666666667,1.0
LAMA2,104,24,80,0.88125,0.9286458333333334,0.8921875
LAMA5,186,8,178,0.7584269662921348,0.706811797752809,0.726123595505618
LAMB3,41,8,33,0.9318181818181818,0.8977272727272727,0.8295454545454545
LAMC2,28,3,25,0.9733333333333334,1.0,0.8933333333333333
LAMP2,23,7,16,0.9017857142857142,0.6875,0.39285714285714285
LARGE1,10,4,6,1.0,1.0,1.0
LARS2,31,22,9,0.8686868686868687,0.9343434343434343,0.9494949494949496
LAS1L,11,4,7,0.8214285714285714,1.0,0.9285714285714286
LBR,22,11,11,1.0,0.9834710743801652,1.0
LCA5,14,7,7,0.979591836734694,0.9591836734693877,0.7346938775510203
LCAT,30,20,10,0.9400000000000001,0.985,0.9450000000000001
LCK,8,3,5,1.0,1.0,1.0
LCT,21,5,16,1.0,1.0,0.9625
LDLR,741,700,41,0.9818466898954703,0.9604703832752612,0.9506620209059233
LDLRAP1,11,3,8,0.9583333333333334,0.9583333333333334,0.9166666666666666
LETM1,26,5,21,0.9904761904761904,0.9904761904761904,1.0
LFNG,8,3,5,1.0,1.0,0.8666666666666667
LGI1,19,16,3,0.7083333333333334,0.9166666666666667,1.0
LGI4,15,7,8,0.8928571428571428,0.9107142857142857,0.8571428571428572
LHCGR,38,30,8,0.9833333333333334,0.9125,1.0
LHX4,12,4,8,0.78125,0.75,0.875
LIFR,16,4,12,0.8958333333333333,0.9583333333333333,0.8333333333333334
LIG3,16,4,12,0.9791666666666666,0.9375,1.0
LIG4,30,17,13,1.0,1.0,1.0
LIPA,52,41,11,0.9866962305986696,0.9977827050997783,0.9866962305986696
LIPT1,7,4,3,0.4166666666666667,1.0,0.9166666666666667
LITAF,14,8,6,1.0,0.9375,0.8958333333333334
LMBRD2,18,10,8,0.975,0.9375,0.9875
LMNB1,18,5,13,0.9384615384615385,0.9692307692307692,0.8615384615384616
LMNB2,43,3,40,0.8833333333333333,0.8416666666666668,0.7
LMOD3,18,4,14,0.8571428571428572,0.8928571428571429,0.8392857142857143
LONP1,106,9,97,0.9003436426116839,0.9438717067583047,0.882016036655212
LOX,20,5,15,0.9866666666666667,1.0,1.0
LOXHD1,10,3,7,0.8095238095238095,1.0,0.9047619047619049
LPAR6,15,9,6,0.8333333333333334,0.8333333333333333,0.9074074074074074
LPL,78,69,9,0.9887278582930757,0.9855072463768116,0.995169082125604
LRP1,30,4,26,0.7596153846153846,0.45192307692307687,0.4326923076923077
LRP1B,59,5,54,0.4,0.5777777777777778,0.40370370370370373
LRP2,90,11,79,0.9804372842347526,0.9597238204833141,0.9585730724971231
LRP4,27,12,15,0.8722222222222222,0.9944444444444445,0.9611111111111111
LRP5,90,76,14,0.9736842105263157,0.9642857142857142,0.9727443609022557
LRP6,24,9,15,0.9111111111111111,0.9407407407407408,0.8518518518518519
LRPPRC,39,9,30,0.9592592592592593,0.9777777777777779,0.9851851851851852
LRRK2,79,9,70,0.9095238095238095,0.9142857142857143,0.8746031746031746
LRSAM1,15,5,10,1.0,1.0,1.0
LSS,40,18,22,0.9772727272727273,0.9974747474747475,0.952020202020202
LTBP2,22,3,19,0.6666666666666667,0.6666666666666667,0.543859649122807
LYST,39,7,32,0.9419642857142857,0.9776785714285714,0.9553571428571428
LYZ,13,3,10,1.0,1.0,1.0
LZTR1,50,34,16,1.0,0.9908088235294118,0.8988970588235294
MADD,13,4,9,0.8888888888888888,0.7222222222222222,0.7777777777777778
MAF,39,28,11,0.9675324675324675,0.9967532467532467,0.9448051948051948
MAFB,27,18,9,0.9567901234567902,0.9876543209876543,0.9506172839506173
MAG,13,4,9,0.8888888888888888,1.0,0.9722222222222222
MAGEL2,59,4,55,0.6818181818181819,0.5681818181818181,0.4681818181818182
MAK,17,8,9,0.9583333333333333,0.986111111111111,0.9166666666666666
MALT1,8,3,5,1.0,1.0,1.0
MAN1B1,25,6,19,1.0,1.0,1.0
MAN2B1,48,27,21,0.9753086419753088,0.9805996472663139,0.9735449735449736
MAN2B2,35,3,32,0.9375,1.0,0.9895833333333334
MANBA,15,3,12,0.9166666666666666,0.9722222222222222,1.0
MAOA,11,4,7,0.9642857142857143,0.8928571428571428,0.9285714285714286
MAP2K1,49,45,4,0.5888888888888889,0.6916666666666667,0.6388888888888888
MAP2K2,30,19,11,0.8660287081339713,0.8540669856459329,0.8181818181818181
MAP3K1,44,11,33,0.9146005509641874,0.9641873278236914,0.9063360881542699
MAP3K7,28,20,8,0.98125,0.9875,0.9375
MAPK7,6,3,3,0.6666666666666667,1.0,0.7777777777777779
MAST4,33,3,30,0.8333333333333333,0.9666666666666667,0.8666666666666667
MATN3,21,10,11,0.8727272727272727,0.8727272727272727,0.7454545454545455
MBD5,92,6,86,0.7926356589147286,0.6744186046511629,0.6550387596899225
MBTPS1,18,5,13,1.0,1.0,1.0
MBTPS2,29,15,14,1.0,1.0,0.980952380952381
MC2R,25,19,6,0.9649122807017544,0.9561403508771931,0.9385964912280702
MC4R,36,33,3,1.0,1.0,0.8686868686868686
MCCC1,41,26,15,0.9666666666666667,0.9820512820512821,0.9384615384615385
MCIDAS,8,4,4,0.8125,0.875,0.75
MCM3AP,41,6,35,0.8238095238095238,0.9238095238095239,0.8761904761904762
MCOLN1,12,7,5,0.8,0.8857142857142858,0.942857142857143
MCPH1,38,7,31,1.0,0.9769585253456221,0.9723502304147466
MDH2,10,4,6,1.0,1.0,1.0
MECP2,24,7,17,0.6218487394957983,0.6638655462184874,0.7899159663865546
MECR,11,5,6,0.9666666666666667,0.9666666666666667,1.0
MED12,132,42,90,0.9298941798941799,0.9222222222222222,0.9417989417989417
MED13,98,14,84,0.8358843537414966,0.8562925170068029,0.897108843537415
MED13L,245,45,200,0.9252222222222222,0.9081111111111111,0.9115555555555556
MED16,17,8,9,0.986111111111111,1.0,1.0
MED25,9,3,6,1.0,1.0,1.0
MEFV,18,10,8,0.7625,0.5750000000000001,0.7875
MEGF10,12,6,6,1.0,1.0,1.0
MEGF8,34,5,29,0.9379310344827587,0.9448275862068966,0.9793103448275862
MEIS2,26,15,11,1.0,1.0,1.0
MERTK,33,15,18,0.9925925925925926,1.0,0.9851851851851852
MFN2,127,122,5,1.0,0.9885245901639345,0.9852459016393442
MFRP,10,5,5,1.0,1.0,1.0
MFSD8,26,21,5,1.0,0.9809523809523809,0.8095238095238095
MID1,31,12,19,0.9736842105263158,0.9868421052631579,0.9078947368421052
MINPP1,10,4,6,0.8333333333333334,0.875,0.6666666666666666
MIP,10,6,4,1.0,1.0,1.0
MIPEP,20,3,17,1.0,0.9803921568627451,0.9607843137254902
MITF,32,26,6,1.0,1.0,1.0
MKKS,25,17,8,0.9926470588235294,0.9926470588235294,1.0
MKRN3,11,3,8,1.0,1.0,1.0
MKS1,16,13,3,0.6923076923076923,0.7435897435897436,0.7692307692307694
MLH1,221,185,36,0.9415915915915916,0.9269519519519519,0.9297297297297297
MLYCD,17,4,13,1.0,0.9038461538461537,0.923076923076923
MMAB,31,26,5,0.8846153846153846,0.8769230769230769,0.9538461538461538
MMACHC,45,40,5,0.97,0.95,0.92
MMADHC,9,3,6,1.0,1.0,1.0
MME,14,7,7,0.9387755102040816,1.0,1.0
MMP13,14,10,4,0.975,1.0,0.975
MMP2,13,6,7,1.0,0.9047619047619049,0.8333333333333334
MMP20,14,6,8,0.9375,0.9583333333333334,0.9583333333333334
MNX1,13,8,5,1.0,1.0,0.9750000000000001
MOCOS,24,3,21,1.0,1.0,0.9841269841269841
MOCS1,13,4,9,1.0,1.0,1.0
MOCS2,17,4,13,0.9615384615384616,0.9038461538461537,0.8653846153846154
MOGS,22,6,16,0.9479166666666667,1.0,1.0
MORC2,48,34,14,0.9747899159663865,1.0,0.9936974789915967
MPDU1,11,5,6,0.9,0.9333333333333333,0.9333333333333333
MPI,19,14,5,0.9571428571428571,0.9571428571428571,1.0
MPL,31,23,8,0.9619565217391304,1.0,0.9347826086956521
MPO,14,4,10,1.0,1.0,1.0
MRE11,26,4,22,1.0,0.9886363636363636,0.9772727272727273
MRPL44,8,3,5,1.0,1.0,1.0
MSH2,440,144,296,0.930954391891892,0.9141446133633634,0.9233765015015016
MSH4,10,5,5,0.92,0.84,0.88
MSH5,11,3,8,0.9583333333333334,1.0,0.8333333333333334
MSH6,150,71,79,0.9543590657871278,0.9623818862542343,0.9283294704938492
MSMO1,8,3,5,1.0,1.0,1.0
MSTO1,21,7,14,0.9183673469387755,0.9285714285714286,0.8775510204081632
MSX1,19,5,14,0.9285714285714286,0.9428571428571428,0.9142857142857144
MSX2,11,4,7,1.0,0.8571428571428572,0.7857142857142857
MTFMT,19,6,13,0.8717948717948718,0.7435897435897436,0.7307692307692307
MTM1,85,64,21,0.9776785714285714,0.9880952380952381,0.988095238095238
MTMR2,10,3,7,0.9523809523809524,1.0,1.0
MTO1,10,4,6,1.0,1.0,1.0
MTOR,330,51,279,0.897954880877082,0.9197062337479794,0.8946517675170427
MTR,25,8,17,0.9926470588235294,0.9779411764705882,0.9852941176470588
MUSK,27,12,15,0.9611111111111111,0.788888888888889,0.9722222222222223
MUTYH,9,5,4,0.35,0.15000000000000002,0.3
MYBPC3,71,37,34,0.8759936406995231,0.75516693163752,0.9165341812400637
MYCN,22,12,10,1.0,1.0,0.9833333333333334
MYH14,8,3,5,1.0,1.0,1.0
MYH2,16,5,11,0.9272727272727272,0.9454545454545454,0.9272727272727272
MYH3,63,39,24,0.9316239316239316,0.9615384615384616,0.9604700854700854
MYH6,36,8,28,0.9285714285714286,0.9330357142857143,0.9107142857142857
MYH7,400,379,21,0.9331574318381706,0.9183942706370147,0.8600326674205303
MYH9,144,43,101,0.9392125259037531,0.9742113746258347,0.8834906746488603
MYLK,46,3,43,0.9922480620155039,0.8294573643410853,1.0
MYO15A,182,115,67,0.9562621674237508,0.9419857235561323,0.9105775470473718
MYO1E,10,5,5,1.0,1.0,1.0
MYO5B,58,21,37,0.9652509652509652,0.9575289575289574,0.9498069498069498
MYO7A,210,173,37,0.9739103265114826,0.9757850335885019,0.9573504139978128
MYOC,71,45,26,0.9974358974358974,0.9931623931623932,0.9880341880341881
MYORG,10,3,7,0.8095238095238095,0.8095238095238095,0.8095238095238095
MYRF,33,15,18,0.9592592592592593,0.9666666666666668,0.9444444444444444
MYT1L,54,31,23,0.9396914446002805,0.9424964936886395,0.9158485273492285
NAA10,33,28,5,0.9785714285714285,0.8142857142857143,0.85
NAA15,20,15,5,0.8133333333333332,0.96,0.8533333333333333
NACC1,50,6,44,0.75,0.8939393939393939,0.7651515151515151
NADSYN1,12,5,7,1.0,0.942857142857143,0.9714285714285715
NAGLU,125,109,16,0.9569954128440367,0.93348623853211,0.8927752293577982
NAGS,15,10,5,0.9600000000000001,0.9400000000000001,0.9600000000000001
NALCN,89,82,7,0.8327526132404182,0.8336236933797909,0.8327526132404182
NANS,11,6,5,1.0,0.8333333333333334,0.9
NARS2,17,9,8,0.9861111111111112,0.9027777777777778,0.8888888888888888
NBAS,155,11,144,0.9507575757575757,0.9337121212121212,0.956439393939394
NBEA,73,9,64,0.8541666666666667,0.921875,0.7881944444444444
NBEAL2,43,12,31,0.978494623655914,0.9946236559139784,0.9919354838709677
NCDN,8,5,3,0.9333333333333333,1.0,0.8666666666666667
NCF1,6,3,3,1.0,1.0,1.0
NCF2,16,5,11,0.8,0.9454545454545454,0.8545454545454546
NCKAP1L,18,10,8,0.6375,0.7375,0.7250000000000001
NDST1,10,4,6,0.9583333333333334,0.875,0.875
NDUFA10,13,6,7,0.9047619047619049,0.9047619047619047,0.8809523809523809
NDUFA9,17,6,11,0.9848484848484849,0.9696969696969697,0.9393939393939393
NDUFAF1,12,3,9,0.8888888888888888,0.8518518518518519,0.9259259259259258
NDUFAF5,24,19,5,1.0,0.9473684210526315,0.9578947368421052
NDUFAF6,17,10,7,1.0,1.0,0.9571428571428571
NDUFB8,9,3,6,0.888888888888889,0.9444444444444444,0.888888888888889
NDUFS2,8,5,3,0.9333333333333333,1.0,1.0
NDUFS7,8,5,3,1.0,1.0,0.8
NDUFV1,26,21,5,0.9714285714285714,0.9714285714285714,0.9238095238095239
NEB,299,6,293,0.8128555176336747,0.7707622298065985,0.6262798634812288
NECTIN4,10,5,5,0.9600000000000001,0.8800000000000001,1.0
NEDD4L,102,6,96,0.857638888888889,0.8437499999999999,0.7899305555555556
NEFL,20,15,5,0.9199999999999999,0.9466666666666668,1.0
NEK1,12,4,8,0.96875,0.9375,0.9375
NEK9,19,6,13,0.8846153846153846,0.9871794871794872,0.8076923076923077
NEU1,44,29,15,0.9448275862068967,0.9655172413793104,0.9149425287356322
NEUROD1,7,4,3,1.0,0.9166666666666667,1.0
NEUROD2,13,9,4,0.9722222222222222,0.7777777777777778,0.8888888888888888
NEUROG3,10,6,4,1.0,1.0,1.0
NF1,510,421,89,0.9550561797752808,0.9518668766180042,0.9560436627612159
NF2,13,9,4,0.9444444444444444,0.9444444444444444,1.0
NFE2L2,45,5,40,0.995,0.98,0.875
NFIB,14,7,7,1.0,1.0,1.0
NFIX,48,41,7,0.9825783972125436,0.975609756097561,0.9790940766550522
NFKBIA,25,7,18,0.8174603174603174,0.8968253968253967,0.5873015873015872
NFU1,13,10,3,1.0,1.0,1.0
NGLY1,20,10,10,1.0,1.0,1.0
NHEJ1,9,5,4,1.0,1.0,1.0
NHLRC2,13,4,9,1.0,1.0,0.9166666666666667
NIPBL,169,98,71,0.9686691578039667,0.9666570853693589,0.964070135096292
NKAP,10,3,7,1.0,1.0,1.0
NKX2-5,39,28,11,0.987012987012987,0.9415584415584416,0.9415584415584416
NKX6-2,8,5,3,0.9333333333333333,0.9333333333333333,1.0
NLGN3,11,7,4,0.9285714285714286,0.9285714285714286,0.7857142857142857
NLRC4,24,11,13,0.8951048951048951,0.8811188811188811,0.9090909090909091
NLRP1,42,5,37,0.972972972972973,0.9513513513513514,0.972972972972973
NLRP2,55,3,52,0.6923076923076923,0.8397435897435898,0.7435897435897436
NLRP7,39,17,22,0.8262032085561496,0.8756684491978609,0.6336898395721925
NNT,23,9,14,1.0,1.0,0.9523809523809523
NOG,30,25,5,0.9440000000000001,1.0,0.9760000000000001
NOTCH1,282,26,256,0.9535757211538461,0.95703125,0.9484675480769231
NOTCH2,60,10,50,0.9219999999999999,0.85,0.91
NOTCH3,340,255,85,0.9604613610149942,0.9631372549019608,0.9650288350634372
NPC1,220,204,16,0.9206495098039216,0.9414828431372548,0.9090073529411764
NPHP3,16,9,7,0.8095238095238095,0.7936507936507936,0.7301587301587302
NPHP4,30,4,26,1.0,1.0,1.0
NPHS1,122,83,39,0.9672536299042322,0.9456286685202349,0.9375965400061784
NPHS2,40,37,3,0.963963963963964,0.9189189189189189,0.972972972972973
NPR2,33,29,4,0.7586206896551724,0.9741379310344828,0.9827586206896551
NPR3,6,3,3,1.0,1.0,1.0
NPRL2,8,3,5,1.0,0.9333333333333333,0.8
NR0B1,40,21,19,0.9849624060150376,0.987468671679198,0.9899749373433584
NR2E3,35,26,9,0.8504273504273504,0.8974358974358975,0.905982905982906
NR2F1,76,67,9,0.9718076285240465,0.9883913764510779,0.933665008291874
NR3C2,26,10,16,0.99375,1.0,1.0
NR4A2,32,21,11,0.8658008658008658,0.9393939393939393,0.9567099567099566
NR5A1,65,57,8,0.9385964912280702,0.9605263157894737,0.9342105263157894
NRCAM,13,4,9,0.8888888888888888,0.8611111111111112,0.638888888888889
NSD1,412,167,245,0.9841134058413784,0.9864475131369913,0.9857265061713307
NSD2,74,20,54,0.9564814814814815,0.9648148148148148,0.9046296296296296
NSDHL,34,7,27,0.9894179894179894,0.9894179894179894,0.9682539682539681
NSUN2,15,5,10,0.9,0.9,0.9400000000000001
NT5C2,6,3,3,1.0,1.0,1.0
NTNG2,9,6,3,1.0,1.0,1.0
NTRK1,57,35,22,0.964935064935065,0.9688311688311687,0.9090909090909091
NTRK2,10,3,7,0.7142857142857142,0.8571428571428572,0.7142857142857142
NUP107,12,6,6,0.9722222222222223,0.8611111111111112,0.8611111111111112
NUP214,34,3,31,0.978494623655914,0.989247311827957,1.0
NUP85,10,3,7,1.0,1.0,1.0
NUP93,17,6,11,0.9545454545454545,0.8636363636363636,0.9696969696969696
NUS1,8,4,4,0.9375,0.9375,0.9375
OAT,45,40,5,1.0,0.985,0.99
OCA2,112,86,26,0.9807692307692308,0.971824686940966,0.9561717352415027
OCRL,70,33,37,1.0,0.9934479934479934,0.9975429975429976
OFD1,52,11,41,0.9157427937915742,0.9068736141906873,0.9002217294900222
OGDHL,12,3,9,0.8888888888888888,0.8888888888888888,0.9259259259259258
OPA1,15,3,12,1.0,0.9722222222222222,0.5277777777777777
OPHN1,29,10,19,0.8368421052631578,0.9000000000000001,0.8789473684210527
OPLAH,40,3,37,0.954954954954955,1.0,0.945945945945946
OPN1MW,17,4,13,0.9615384615384616,0.9807692307692308,1.0
OPTN,8,4,4,1.0,1.0,1.0
ORAI1,13,9,4,0.9722222222222222,0.8888888888888888,0.9166666666666666
ORC1,23,6,17,0.9019607843137254,0.892156862745098,0.9803921568627451
ORC4,8,3,5,1.0,0.9333333333333333,1.0
ORC6,10,4,6,1.0,1.0,1.0
OSMR,25,5,20,0.9600000000000001,0.8700000000000001,0.89
OTC,276,266,10,0.8781954887218045,0.9349624060150377,0.8293233082706767
OTOF,126,44,82,0.9345898004434589,0.9416574279379156,0.9548226164079823
OTULIN,10,6,4,1.0,1.0,0.875
OXCT1,12,8,4,1.0,1.0,0.90625
P4HA2,8,3,5,0.8,0.6666666666666666,0.7333333333333333
PABPC1L,10,7,3,1.0,1.0,1.0
PACS1,78,4,74,0.8817567567567568,0.856418918918919,0.7263513513513513
PADI3,14,5,9,0.9333333333333333,0.8666666666666667,1.0
PADI6,15,5,10,0.96,1.0,1.0
PAFAH1B1,59,45,14,0.9365079365079365,0.926984126984127,0.8539682539682539
PAK1,29,25,4,0.99,1.0,1.0
PALB2,88,11,77,0.9126328217237307,0.8937426210153483,0.3778040141676505
PANK2,6,3,3,0.7777777777777778,0.888888888888889,1.0
PARK7,11,8,3,0.7916666666666666,0.8333333333333334,0.6666666666666667
PATL2,17,6,11,0.7878787878787878,0.8333333333333334,0.8030303030303031
PAX3,78,68,10,0.9705882352941176,0.9676470588235294,0.9514705882352941
PAX5,14,7,7,1.0,1.0,0.9591836734693877
PAX8,23,14,9,1.0,1.0,0.9841269841269841
PAX9,23,18,5,1.0,0.9777777777777779,0.9888888888888889
PBX1,26,22,4,1.0,1.0,1.0
PC,46,20,26,0.9846153846153847,0.9980769230769231,0.9980769230769231
PCCA,50,42,8,0.9642857142857143,0.8898809523809523,0.9017857142857143
PCDH12,48,3,45,0.9925925925925926,1.0,0.9925925925925926
PCDH19,140,121,19,0.9921705089169204,0.9847759895606786,0.9817311874728143
PCGF2,27,3,24,0.6111111111111112,1.0,0.9305555555555556
PCSK1,22,12,10,0.925,1.0,1.0
PCSK9,42,15,27,0.711111111111111,0.8691358024691358,0.7999999999999999
PCYT1A,22,9,13,0.9914529914529915,1.0,0.9743589743589745
PDE2A,8,3,5,0.9333333333333333,1.0,1.0
PDE3A,27,9,18,0.8271604938271605,1.0,0.8024691358024691
PDE4D,38,24,14,0.9940476190476191,1.0,0.9940476190476191
PDE6A,20,15,5,0.88,0.8800000000000001,0.7866666666666667
PDE6B,46,34,12,0.9656862745098039,0.963235294117647,0.8504901960784312
PDE6C,36,27,9,0.9794238683127572,0.9794238683127572,0.9218106995884774
PDGFB,18,8,10,0.8749999999999999,0.8624999999999999,0.875
PDGFRA,35,3,32,0.9895833333333334,0.9791666666666666,0.96875
PDGFRB,106,21,85,0.9747899159663865,0.9725490196078431,0.9579831932773111
PDHB,13,10,3,1.0,0.9,0.9333333333333333
PDSS1,8,5,3,0.8666666666666667,1.0,0.8666666666666667
PDZD7,18,3,15,0.9777777777777777,1.0,0.9777777777777777
PEPD,31,13,18,0.9786324786324786,0.8376068376068376,0.8504273504273505
PET100,8,3,5,1.0,0.8666666666666667,0.6666666666666666
PEX1,48,24,24,0.9583333333333334,0.9270833333333334,0.9149305555555556
PEX10,10,6,4,1.0,0.9583333333333334,0.8333333333333334
PEX16,9,4,5,1.0,1.0,1.0
PEX2,6,3,3,1.0,1.0,1.0
PEX6,44,26,18,0.9294871794871795,0.8525641025641026,0.782051282051282
PGAP3,21,12,9,1.0,1.0,1.0
PGK1,33,15,18,0.862962962962963,0.8962962962962963,0.8666666666666667
PHACTR1,10,6,4,0.7916666666666666,0.9166666666666667,0.7083333333333333
PHEX,171,141,30,0.96548463356974,0.9684397163120567,0.968321513002364
PHF6,28,24,4,0.8958333333333334,0.9375,0.8645833333333334
PHGDH,15,12,3,0.6944444444444444,0.7222222222222222,0.7222222222222223
PHIP,96,33,63,0.9365079365079365,0.9586339586339586,0.9417989417989419
PHKA2,74,27,47,0.9535066981875493,0.9637509850275807,0.9251379038613081
PHOX2B,11,5,6,1.0,1.0,1.0
PHYH,11,8,3,1.0,1.0,1.0
PI4KA,16,12,4,0.8958333333333333,0.7708333333333333,0.875
PIBF1,16,3,13,0.9743589743589745,0.9230769230769231,0.8717948717948717
PIEZO1,128,20,108,0.9277777777777778,0.938425925925926,0.9319444444444445
PIEZO2,20,8,12,0.9583333333333333,0.9583333333333334,0.8958333333333333
PIGA,40,22,18,0.9772727272727273,0.9772727272727273,0.8863636363636364
PIGB,16,6,10,0.95,0.9166666666666667,0.9500000000000001
PIGC,6,3,3,1.0,1.0,1.0
PIGG,32,3,29,1.0,0.9425287356321839,0.9885057471264368
PIGK,9,6,3,1.0,1.0,1.0
PIGL,8,5,3,1.0,1.0,1.0
PIGN,25,14,11,0.8701298701298701,0.9090909090909091,0.9285714285714285
PIGO,17,6,11,0.9090909090909091,0.9696969696969697,0.9090909090909091
PIGS,17,4,13,0.9615384615384616,0.8846153846153846,0.9807692307692308
PIGT,15,7,8,0.9464285714285714,0.9821428571428571,0.9642857142857143
PIGV,12,8,4,0.78125,0.9375,0.9375
PIGW,13,6,7,0.9285714285714286,0.8809523809523809,0.7142857142857143
PIK3CA,91,84,7,0.8809523809523809,0.8877551020408163,0.8537414965986394
PIK3CD,36,13,23,0.9765886287625418,0.9966555183946488,0.822742474916388
PIK3CG,14,3,11,0.8181818181818181,0.9090909090909091,0.9696969696969697
PIK3R2,53,12,41,0.8943089430894309,0.9288617886178862,0.8658536585365854
PINK1,20,9,11,0.9797979797979798,0.9898989898989898,1.0
PIP5K1C,11,4,7,1.0,1.0,1.0
PJVK,8,4,4,0.8125,0.9375,1.0
PKD1,372,177,195,0.9705055772852383,0.976445023902651,0.9752861074894974
PKD2,35,19,16,0.9605263157894737,0.9539473684210527,0.9703947368421052
PKHD1,229,169,60,0.9479289940828403,0.9512820512820513,0.932741617357002
PKHD1L1,45,3,42,0.8888888888888888,0.9285714285714285,0.8888888888888888
PKP2,24,5,19,1.0,0.9263157894736842,0.8105263157894738
PLA2G4A,13,3,10,0.8666666666666667,0.9333333333333333,0.9666666666666667
PLA2G6,70,63,7,0.9954648526077097,0.9909297052154195,0.9410430839002266
PLAA,8,5,3,1.0,1.0,1.0
PLCB4,17,9,8,1.0,1.0,1.0
PLCE1,39,4,35,1.0,1.0,1.0
PLCG2,48,7,41,0.9442508710801394,0.9128919860627178,0.8710801393728222
PLCZ1,11,6,5,0.9666666666666668,1.0,1.0
PLD1,27,6,21,1.0,0.992063492063492,0.992063492063492
PLEKHA7,19,3,16,0.875,0.8958333333333334,0.8333333333333334
PLG,22,9,13,0.905982905982906,0.8076923076923077,0.7521367521367521
