gene_symbol,n,n_pos,n_neg,varity,alphamissense,gmvp
GAD1,7,3,4,1.0,0.9166666666666666,0.9166666666666666
GALC,113,102,11,0.9527629233511586,0.8952762923351159,0.894830659536542
GALK1,17,14,3,1.0,0.9761904761904763,1.0
GALNS,119,109,10,0.9174311926605504,0.928440366972477,0.9238532110091744
GALNT2,7,4,3,1.0,1.0,1.0
GALNT3,17,14,3,1.0,1.0,1.0
GAMT,47,39,8,0.9038461538461539,0.9166666666666666,0.8974358974358975
GATA1,40,15,25,0.9573333333333334,0.9706666666666666,0.9279999999999999
GATA2,51,40,11,0.9977272727272727,1.0,0.9954545454545454
GATA3,6,3,3,1.0,1.0,1.0
GATA4,11,6,5,0.8666666666666667,0.9666666666666668,0.9
GATA5,14,4,10,0.925,0.9750000000000001,0.925
GATA6,18,12,6,0.8611111111111112,0.9444444444444444,0.9861111111111112
GATAD2B,15,7,8,0.875,0.8928571428571428,0.9107142857142857
GATM,15,9,6,1.0,1.0,0.962962962962963
GBA2,16,8,8,1.0,1.0,0.984375
GBE1,43,31,12,0.978494623655914,1.0,0.9650537634408601
GCDH,184,179,5,0.8603351955307262,0.9195530726256983,0.794413407821229
GCM2,20,7,13,0.9010989010989011,0.8241758241758242,0.8351648351648352
GCNT2,9,5,4,0.9,0.85,0.75
GCSH,7,4,3,1.0,1.0,1.0
GDF1,9,5,4,1.0,1.0,1.0
GDI1,6,3,3,0.7777777777777778,1.0,1.0
GEMIN5,33,10,23,0.9565217391304348,0.9782608695652174,0.9565217391304348
GFAP,79,65,14,0.9351648351648352,0.9725274725274725,0.8989010989010989
GFER,8,4,4,1.0,1.0,1.0
GFI1B,18,5,13,0.9538461538461539,0.9846153846153847,1.0
GFM1,13,5,8,1.0,1.0,0.85
GGCX,24,17,7,1.0,1.0,1.0
GH1,18,12,6,0.7222222222222222,0.7638888888888888,0.763888888888889
GHRHR,25,14,11,1.0,1.0,1.0
GJA3,41,32,9,1.0,1.0,1.0
GJA8,62,47,15,0.9914893617021276,0.9943262411347518,0.9787234042553192
GJB1,159,156,3,1.0,1.0,1.0
GJB2,153,144,9,0.9583333333333333,0.9197530864197532,0.9575617283950617
GJB3,15,10,5,0.6599999999999999,0.64,0.5
GJB4,17,4,13,0.596153846153846,0.7692307692307692,0.5769230769230769
GJB6,12,6,6,0.9166666666666667,0.9722222222222223,0.888888888888889
GJC2,23,19,4,0.7894736842105263,0.9210526315789473,0.8026315789473684
GK,9,5,4,0.9,1.0,0.9
GLA,569,563,6,0.9550029603315571,0.9782415630550623,0.9428656009473061
GLDC,167,150,17,0.9639215686274509,0.9780392156862746,0.9431372549019608
GLDN,24,10,14,0.9714285714285715,0.9928571428571429,0.9928571428571429
GLE1,15,8,7,1.0,0.9642857142857143,0.9285714285714286
GLI3,152,11,141,0.9580915538362347,0.9393939393939393,0.9335912314635719
GLRA1,39,35,4,1.0,0.9857142857142858,0.9571428571428571
GLRA2,16,10,6,0.8833333333333334,0.8666666666666667,0.9333333333333333
GLS,15,8,7,0.9821428571428572,0.9464285714285714,0.9821428571428572
GLUD1,23,14,9,0.8412698412698414,0.8253968253968254,0.7222222222222222
GM2A,13,4,9,1.0,1.0,1.0
GNAI1,23,18,5,1.0,0.9888888888888889,1.0
GNAI3,11,7,4,1.0,1.0,1.0
GNAO1,89,72,17,0.9828431372549019,0.9983660130718954,0.9240196078431372
GNAT2,8,4,4,1.0,1.0,0.9375
GNB1,56,39,17,0.8672699849170438,0.9049773755656108,0.8582202111613877
GNB2,15,12,3,1.0,1.0,1.0
