gene_symbol,n,n_pos,n_neg,varity,alphamissense,gmvp,polyphen2,sift
RAPSN,15,11,4,0.8409090909090909,1.0,0.9090909090909092,0.7045454545454546,0.6590909090909091
RARS2,25,17,8,0.9926470588235294,0.9705882352941176,0.926470588235294,0.9301470588235294,0.9301470588235294
RASGRP2,11,8,3,1.0,1.0,0.7916666666666667,0.8333333333333333,0.5833333333333334
RB1,82,33,49,0.9270253555967841,0.935064935064935,0.9171304885590599,0.9025974025974026,0.8188002473716759
RDH5,8,3,5,1.0,1.0,1.0,1.0,1.0
RECQL4,34,5,29,0.7103448275862069,0.8344827586206897,0.7586206896551724,0.7758620689655172,0.7379310344827587
RELN,212,6,206,0.7815533980582524,0.712378640776699,0.7030744336569579,0.4890776699029126,0.5926375404530744
RERE,104,17,87,0.9445571331981069,0.931710615280595,0.8951994590939824,0.7856659905341447,0.7325895875591616
RET,57,27,30,0.9530864197530864,0.9851851851851852,0.980246913580247,0.9592592592592593,0.9493827160493827
RFT1,14,6,8,1.0,0.9791666666666666,0.9791666666666666,0.9583333333333334,0.9375
RHO,66,60,6,0.9750000000000001,0.9194444444444444,0.9944444444444445,0.9138888888888889,0.8569444444444445
RLBP1,9,5,4,0.8,0.9,0.9,0.95,0.8
RLIM,23,11,12,0.9848484848484849,0.9924242424242424,0.9924242424242424,0.7272727272727273,0.9772727272727272
RMND1,13,8,5,0.9750000000000001,1.0,0.9750000000000001,1.0,0.8375
RNASEH2A,7,4,3,0.9166666666666667,1.0,0.8333333333333334,0.9166666666666667,0.9166666666666667
RNASEH2B,6,3,3,1.0,1.0,1.0,0.6666666666666667,1.0
ROBO3,30,11,19,1.0,0.9138755980861244,0.9952153110047848,0.9712918660287081,0.8827751196172249
ROR2,27,11,16,0.9375,0.9318181818181818,0.8977272727272727,0.9147727272727273,0.8579545454545454
RP2,29,5,24,1.0,1.0,1.0,1.0,0.9583333333333334
RPGRIP1,19,10,9,0.8999999999999999,0.8999999999999999,0.8666666666666667,0.9277777777777778,0.9333333333333332
RPS6KA3,30,22,8,0.9943181818181819,1.0,0.9886363636363636,0.9943181818181819,1.0
RS1,61,53,8,1.0,0.9834905660377359,0.9858490566037736,1.0,0.8608490566037736
RSPO4,6,3,3,1.0,1.0,1.0,1.0,1.0
RTTN,35,6,29,0.9022988505747127,0.8563218390804598,0.8390804597701149,0.8591954022988506,0.8218390804597702
RYR1,24,21,3,0.9841269841269842,1.0,0.9365079365079365,0.6031746031746033,0.9444444444444444
RYR2,32,29,3,1.0,0.9540229885057472,0.9655172413793104,0.896551724137931,0.9885057471264369
SACS,487,29,458,0.9210209305827436,0.9203809667218793,0.9088992621593134,0.8520177684083723,0.8820960698689957
SAMD9,58,14,44,0.7711038961038962,0.7792207792207793,0.7321428571428572,0.8417207792207793,0.7418831168831168
SAMD9L,44,9,35,0.9047619047619048,0.873015873015873,0.6984126984126985,0.8555555555555555,0.8952380952380953
SART3,7,3,4,1.0,1.0,1.0,1.0,1.0
SATB1,11,8,3,1.0,1.0,0.8333333333333334,1.0,0.9791666666666667
SATB2,93,33,60,0.9287878787878788,0.9792929292929292,0.8823232323232324,0.8810606060606061,0.8474747474747475
SCN11A,46,4,42,0.8154761904761905,0.8869047619047619,0.8928571428571428,0.8333333333333333,0.8184523809523809
SCN1A,573,528,45,0.9738636363636363,0.9804713804713804,0.9794191919191919,0.9392255892255893,0.7669612794612795
SCN2A,248,229,19,0.8832452309813836,0.9297862560330958,0.9259940243622157,0.8485405653872674,0.6986899563318777
SCN4A,58,44,14,0.9707792207792207,0.9821428571428572,0.9334415584415584,0.9099025974025974,0.9196428571428571
SCN8A,179,145,34,0.8880324543610547,0.9223123732251521,0.95841784989858,0.7221095334685598,0.6462474645030426
SCN9A,12,3,9,1.0,1.0,0.9629629629629629,1.0,0.8888888888888888
SCYL1,16,3,13,0.7179487179487178,0.8205128205128205,0.8205128205128205,0.8717948717948718,0.7948717948717948
SDHA,15,10,5,0.9800000000000001,0.9400000000000001,0.9199999999999999,0.96,0.78
SDHB,48,45,3,1.0,1.0,1.0,1.0,1.0
SEC23B,9,4,5,0.8,0.75,0.85,0.8,0.35
SEC24D,19,4,15,0.9,0.9333333333333333,0.9666666666666667,0.6916666666666667,0.8999999999999999
SEC63,15,6,9,0.8333333333333334,0.888888888888889,0.8703703703703703,0.9444444444444445,0.962962962962963
SEMA6B,45,4,41,0.7743902439024389,0.9390243902439025,0.8963414634146342,0.7042682926829269,0.8902439024390244
SEPSECS,8,3,5,1.0,1.0,0.8666666666666667,0.7333333333333333,1.0
SERAC1,16,3,13,1.0,1.0,0.9743589743589745,0.9743589743589743,1.0
SERPINA1,56,14,42,0.8010204081632654,0.7755102040816327,0.8367346938775511,0.7959183673469388,0.8078231292517006
SERPINC1,25,16,9,0.9305555555555556,0.9652777777777777,0.9583333333333333,0.9097222222222222,0.8958333333333334
SERPING1,50,29,21,0.9852216748768473,0.9737274220032841,0.9556650246305419,0.9064039408866995,0.9950738916256158
SERPINI1,19,4,15,1.0,1.0,1.0,0.8833333333333334,0.8583333333333334
SETBP1,263,5,258,0.9821705426356588,0.9953488372093023,0.9767441860465117,0.9558139534883721,0.9302325581395349
SETD1A,89,8,81,0.9351851851851851,0.9660493827160493,0.787037037037037,0.7916666666666666,0.8587962962962963
SETD1B,89,12,77,0.9296536796536797,0.9442640692640691,0.9134199134199134,0.4604978354978355,0.8636363636363636
SETD2,163,8,155,0.9556451612903225,0.9467741935483871,0.9790322580645161,0.9370967741935484,0.8330645161290323
SETD5,103,10,93,0.9989247311827957,0.9967741935483871,0.9978494623655915,0.9623655913978495,0.6021505376344086
SETX,195,15,180,0.9329629629629629,0.958888888888889,0.9292592592592592,0.9651851851851851,0.8679629629629629
SGCG,8,5,3,0.7333333333333334,0.9333333333333333,1.0,0.9333333333333333,0.6000000000000001
SGSH,27,20,7,0.9714285714285714,1.0,0.9142857142857144,0.8785714285714286,0.8535714285714285
SH3TC2,22,7,15,0.9904761904761905,0.9714285714285715,1.0,0.9904761904761905,0.9333333333333333
SHH,18,11,7,0.9220779220779222,0.9350649350649352,0.948051948051948,0.6428571428571428,0.9155844155844156
SHOC2,11,3,8,0.5416666666666666,0.9166666666666666,0.6666666666666666,0.4583333333333333,0.5625
SI,20,3,17,1.0,1.0,0.9607843137254901,0.9313725490196079,1.0
SIN3A,13,3,10,1.0,1.0,1.0,0.9666666666666667,0.9
SIX3,6,3,3,1.0,1.0,1.0,1.0,1.0
SKI,41,9,32,1.0,1.0,0.9965277777777778,0.8576388888888888,0.9809027777777778
SLC12A1,20,12,8,0.96875,0.9166666666666666,0.8958333333333334,0.9270833333333334,0.9375
SLC12A3,57,48,9,0.9837962962962964,1.0,0.9791666666666666,0.986111111111111,0.931712962962963
SLC12A6,9,4,5,1.0,1.0,1.0,1.0,0.9
SLC16A2,43,16,27,0.9606481481481481,0.9768518518518519,0.9791666666666667,0.9236111111111112,0.9189814814814815
SLC19A2,9,6,3,1.0,1.0,1.0,1.0,1.0
SLC19A3,17,11,6,0.9848484848484849,1.0,1.0,1.0,0.9924242424242424
SLC1A4,9,3,6,0.9444444444444444,1.0,0.9444444444444444,0.888888888888889,0.888888888888889
SLC20A2,16,4,12,0.9166666666666666,0.8958333333333333,0.875,0.8333333333333334,0.9270833333333334
SLC24A5,8,3,5,1.0,1.0,0.9333333333333333,1.0,0.9
SLC25A15,10,6,4,1.0,1.0,1.0,1.0,1.0
SLC25A19,15,11,4,1.0,1.0,0.8409090909090909,1.0,1.0
SLC25A24,9,3,6,0.888888888888889,0.8333333333333334,0.8333333333333334,0.888888888888889,0.5555555555555556
SLC25A26,12,4,8,1.0,1.0,1.0,0.96875,1.0
SLC25A4,6,3,3,0.888888888888889,1.0,1.0,1.0,0.888888888888889
SLC26A2,28,22,6,0.9545454545454546,0.9924242424242424,0.9696969696969697,0.8598484848484849,0.9053030303030303
SLC26A3,21,5,16,1.0,0.9875,1.0,0.9875,0.90625
SLC26A4,134,120,14,0.8928571428571429,0.9273809523809524,0.7910714285714285,0.8550595238095238,0.8208333333333333
SLC27A4,15,6,9,0.9814814814814814,1.0,0.9259259259259259,0.962962962962963,1.0
SLC2A1,64,58,6,0.985632183908046,0.9770114942528736,0.92816091954023,0.949712643678161,0.9841954022988506
SLC2A10,23,8,15,1.0,1.0,1.0,1.0,0.9666666666666667
SLC2A2,9,5,4,0.85,0.95,1.0,1.0,1.0
SLC2A9,8,3,5,0.9333333333333333,0.7333333333333333,1.0,0.8666666666666667,0.8
SLC34A1,11,3,8,0.9166666666666666,0.875,1.0,0.8333333333333333,0.75
SLC34A3,20,7,13,0.9230769230769231,0.9780219780219781,0.8461538461538461,0.8241758241758241,0.8241758241758242
SLC38A8,23,3,20,0.9166666666666666,0.95,0.95,0.9500000000000001,0.75
SLC39A7,10,3,7,1.0,1.0,1.0,0.8095238095238095,1.0
SLC3A1,20,17,3,1.0,0.9607843137254902,0.9411764705882353,0.9607843137254902,0.9117647058823529
SLC40A1,28,24,4,0.9270833333333334,1.0,0.875,0.9791666666666666,0.8020833333333334
SLC4A1,14,7,7,1.0,1.0,1.0,1.0,0.9285714285714286
SLC4A2,6,3,3,0.888888888888889,0.7777777777777778,0.7777777777777778,0.888888888888889,0.888888888888889
SLC4A4,6,3,3,1.0,1.0,1.0,1.0,0.6666666666666667
SLC52A2,20,16,4,0.96875,0.859375,0.890625,0.984375,0.8671875
SLC5A1,11,7,4,1.0,1.0,1.0,1.0,1.0
SLC5A2,21,18,3,0.9814814814814815,1.0,1.0,1.0,0.9907407407407408
SLC5A5,8,4,4,1.0,1.0,1.0,1.0,1.0
SLC6A1,96,46,50,0.9443478260869564,0.9765217391304348,0.9160869565217391,0.8921739130434783,0.8326086956521739
SLC6A19,12,3,9,1.0,0.962962962962963,0.9259259259259258,0.9814814814814815,0.8333333333333334
SLC6A3,9,3,6,1.0,1.0,1.0,0.9444444444444445,1.0
SLC6A8,57,14,43,0.9617940199335548,0.9800664451827241,0.9485049833887044,0.9518272425249169,0.8612956810631229
SLC7A9,12,9,3,1.0,0.9259259259259259,0.962962962962963,1.0,0.925925925925926
SLCO2A1,22,7,15,1.0,1.0,0.9904761904761905,0.9714285714285714,1.0
SLITRK2,7,4,3,1.0,0.8333333333333334,1.0,1.0,1.0
SMAD4,17,13,4,0.9807692307692308,0.9230769230769231,0.9423076923076923,0.9807692307692308,0.9615384615384616
SMAD6,14,7,7,0.7346938775510203,0.836734693877551,0.8367346938775511,0.7959183673469388,0.8367346938775511
SMARCA2,134,69,65,0.9774804905239688,0.9734671125975474,0.931103678929766,0.7668896321070233,0.8313266443701226
SMARCA4,60,48,12,0.9184027777777778,0.984375,0.96875,0.9114583333333333,0.6666666666666667
SMARCAL1,25,12,13,1.0,1.0,1.0,0.9487179487179487,0.9519230769230769
SMARCE1,10,7,3,1.0,1.0,1.0,0.6666666666666667,0.8809523809523809
SMC1A,54,42,12,0.9226190476190476,0.9682539682539683,0.8015873015873016,0.9216269841269842,0.8571428571428571
SMC3,41,31,10,0.9225806451612903,0.9032258064516129,0.8258064516129032,0.8693548387096774,0.8887096774193549
SMCHD1,12,6,6,1.0,1.0,1.0,1.0,0.8472222222222223
SMO,15,6,9,1.0,1.0,1.0,0.9074074074074074,0.9907407407407407
SMPD1,73,61,12,0.9849726775956283,0.9863387978142077,0.9836065573770492,0.948087431693989,0.9774590163934426
SMS,18,14,4,1.0,1.0,1.0,0.9642857142857143,0.9910714285714286
SNAP25,21,15,6,0.9444444444444444,0.888888888888889,0.8555555555555556,0.8,0.9333333333333333
SNRNP200,61,6,55,0.9393939393939394,0.8666666666666666,0.8696969696969697,0.8833333333333333,0.8575757575757575
SOS1,83,28,55,0.9032467532467532,0.9077922077922078,0.903896103896104,0.7597402597402597,0.7964285714285715
SOS2,84,5,79,0.7848101265822784,0.949367088607595,0.8582278481012658,0.59873417721519,0.7278481012658228
SOX10,44,29,15,0.981609195402299,0.9931034482758622,0.9793103448275863,0.9862068965517242,0.906896551724138
SOX11,33,16,17,0.9852941176470588,0.9503676470588235,0.9595588235294117,0.9430147058823529,0.8731617647058824
SOX2,24,13,11,1.0,1.0,0.993006993006993,0.993006993006993,0.9020979020979021
SOX5,34,16,18,0.9444444444444444,0.9444444444444444,0.9965277777777778,0.8715277777777778,0.6875
SOX6,16,3,13,0.5897435897435898,0.5128205128205128,0.8974358974358975,0.6153846153846154,0.7692307692307692
SOX9,62,34,28,0.9590336134453781,0.9779411764705883,0.9747899159663865,0.7074579831932774,0.7930672268907563
SPAST,111,93,18,0.989247311827957,0.98805256869773,0.9874551971326165,0.986857825567503,0.9268219832735962
SPG11,25,4,21,0.773809523809524,0.7261904761904763,0.7142857142857143,0.7380952380952381,0.5773809523809523
SPTB,15,5,10,1.0,1.0,1.0,0.9400000000000001,0.77
SPTBN1,45,8,37,0.9189189189189189,0.9358108108108109,0.8243243243243245,0.9054054054054054,0.8429054054054054
SPTLC1,10,3,7,0.9047619047619048,0.9047619047619048,0.8571428571428571,0.9047619047619048,0.8095238095238095
SPTLC2,17,4,13,0.9038461538461537,0.9807692307692308,0.9038461538461539,0.9615384615384616,0.9423076923076923
SRCAP,82,3,79,0.7974683544303798,0.8354430379746834,0.8016877637130801,0.6118143459915611,0.5337552742616034
STAG1,30,6,24,0.8888888888888888,0.9791666666666666,0.9166666666666667,0.9722222222222223,0.8333333333333334
STAG2,19,6,13,1.0,1.0,0.8717948717948718,1.0,0.8589743589743589
STAMBP,6,3,3,1.0,1.0,1.0,0.888888888888889,0.7777777777777779
STAT3,80,57,23,0.927536231884058,0.9496567505720823,0.8497330282227307,0.7212051868802442,0.8611746758199847
STK11,42,29,13,0.9973474801061009,0.9893899204244032,1.0,0.9973474801061009,0.9840848806366047
STRC,16,4,12,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.6874999999999999,1.0
STUB1,11,8,3,1.0,1.0,1.0,1.0,1.0
STXBP1,119,77,42,0.9282622139764997,0.9245516388373531,0.9397031539888683,0.8441558441558441,0.7484539270253556
SUCLA2,14,7,7,0.9591836734693877,0.9591836734693877,0.8979591836734694,0.9591836734693877,0.8979591836734694
SUCLG1,10,7,3,1.0,1.0,1.0,0.8809523809523809,1.0
SUMF1,16,9,7,0.9682539682539684,1.0,0.9682539682539684,0.9841269841269842,1.0
SUOX,15,7,8,0.875,0.8571428571428571,0.8571428571428571,0.875,0.7678571428571428
SUPT16H,7,3,4,0.9166666666666666,1.0,0.8333333333333333,0.8333333333333333,0.6666666666666666
SYK,8,3,5,1.0,1.0,1.0,0.8,0.9666666666666667
SYNGAP1,147,45,102,0.8625272331154684,0.9356209150326799,0.9191721132897605,0.8306100217864923,0.755119825708061
TALDO1,10,6,4,1.0,1.0,1.0,1.0,0.9791666666666667
TAOK1,13,5,8,0.95,1.0,1.0,0.975,0.775
TARS2,18,10,8,1.0,1.0,0.9625,0.9625,0.93125
TAT,13,9,4,1.0,1.0,1.0,0.9722222222222222,1.0
TBC1D24,21,18,3,0.9074074074074074,1.0,1.0,0.9629629629629629,0.9814814814814815
TBCD,32,5,27,0.9259259259259259,0.9481481481481482,0.9555555555555556,0.9185185185185185,0.8814814814814815
TBR1,18,8,10,1.0,1.0,1.0,0.9750000000000001,1.0
TBX19,10,6,4,1.0,1.0,1.0,1.0,1.0
TBX4,13,6,7,1.0,0.9761904761904763,0.9523809523809523,0.8214285714285714,0.9880952380952381
TBX5,43,20,23,0.9065217391304349,0.9108695652173914,0.9152173913043478,0.8673913043478261,0.7021739130434783
TCF7L2,6,3,3,1.0,1.0,1.0,0.888888888888889,0.5
TCIRG1,18,4,14,0.9642857142857143,0.9821428571428572,0.9821428571428572,0.9464285714285715,0.8660714285714285
TCOF1,62,6,56,0.8869047619047619,0.8392857142857143,0.8958333333333334,0.7648809523809523,0.9151785714285714
TCTN2,7,3,4,1.0,1.0,1.0,1.0,1.0
TECTA,37,13,24,0.8685897435897437,0.8685897435897436,0.8301282051282052,0.8189102564102564,0.7612179487179488
TEK,28,6,22,0.9924242424242424,0.9772727272727273,0.9545454545454546,0.9431818181818181,0.9545454545454546
TERT,44,23,21,0.9710144927536233,0.9855072463768115,0.9337474120082816,0.9730848861283644,0.9265010351966873
TF,8,3,5,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333
TFE3,24,8,16,0.9921875,1.0,0.9609375,0.49609375,0.95703125
TFR2,20,5,15,0.9466666666666667,0.9733333333333334,0.9600000000000001,0.9733333333333334,0.92
TG,48,6,42,1.0,0.992063492063492,0.988095238095238,0.9365079365079365,0.9285714285714286
TGFBR1,7,3,4,1.0,1.0,1.0,1.0,1.0
TGM1,94,76,18,0.9649122807017544,0.9846491228070176,0.9751461988304094,0.9210526315789473,0.8782894736842105
TGM5,17,4,13,1.0,0.9615384615384616,1.0,1.0,0.7884615384615384
THOC2,18,13,5,0.9692307692307692,0.9384615384615385,0.9846153846153847,0.923076923076923,1.0
THOC6,8,5,3,1.0,1.0,1.0,0.8666666666666667,1.0
THRA,9,6,3,0.9444444444444445,1.0,0.888888888888889,1.0,0.8333333333333334
THRB,32,28,4,1.0,0.9910714285714286,1.0,0.9375,0.8571428571428571
TIAM1,7,3,4,1.0,0.9166666666666666,1.0,0.6666666666666666,0.75
TIMP3,9,6,3,0.8333333333333334,1.0,1.0,1.0,0.8055555555555556
TINF2,15,8,7,1.0,0.9642857142857143,0.9821428571428572,0.9107142857142857,0.9642857142857142
TK2,22,19,3,0.9649122807017544,0.9473684210526315,0.7894736842105263,0.9649122807017544,0.7719298245614035
TLK2,10,4,6,0.8333333333333334,1.0,0.9583333333333334,0.8333333333333333,0.8541666666666667
TMEM231,16,6,10,0.75,0.8500000000000001,0.5333333333333333,0.7833333333333333,0.8583333333333334
TMEM63B,7,3,4,0.8333333333333333,0.9166666666666666,1.0,1.0,0.75
TMEM67,38,33,5,0.993939393939394,0.9212121212121213,1.0,0.9484848484848485,0.9393939393939393
TMPRSS3,26,21,5,0.9809523809523809,0.9809523809523809,1.0,0.9095238095238095,0.8761904761904762
TNC,64,3,61,0.6010928961748634,0.5519125683060109,0.5956284153005464,0.6830601092896175,0.5765027322404371
TNFRSF11A,13,3,10,0.9666666666666667,1.0,0.9666666666666667,1.0,0.9500000000000001
TNFRSF1A,33,21,12,0.9801587301587302,0.9246031746031745,0.988095238095238,0.9186507936507936,0.8888888888888888
TNPO2,13,6,7,0.9047619047619048,1.0,0.9047619047619048,0.8928571428571428,1.0
TOE1,11,3,8,0.8333333333333333,0.875,0.7083333333333333,0.7083333333333333,0.7083333333333333
TP53,47,13,34,1.0,0.997737556561086,0.9932126696832579,0.9728506787330317,0.9626696832579186
TPO,29,15,14,0.9714285714285714,0.980952380952381,0.9523809523809523,0.9619047619047618,0.9166666666666666
TPP1,28,20,8,1.0,0.98125,0.95625,1.0,0.971875
TRAF7,25,9,16,0.9861111111111112,0.9652777777777778,0.6041666666666667,0.8680555555555556,0.6493055555555556
TRIO,31,6,25,0.8666666666666667,0.8866666666666667,0.8400000000000001,0.5533333333333332,0.6599999999999999
TRMU,20,12,8,0.9583333333333334,0.9895833333333334,0.9583333333333334,1.0,1.0
TRPC6,16,5,11,0.6727272727272727,0.6181818181818183,0.5454545454545454,0.6272727272727273,0.6909090909090909
TRPV3,28,6,22,1.0,1.0,0.9924242424242424,0.9545454545454545,0.8522727272727272
TRPV4,52,30,22,0.7621212121212122,0.8204545454545454,0.7893939393939393,0.8462121212121213,0.8227272727272728
TRRAP,36,3,33,0.5454545454545454,0.8484848484848485,0.5757575757575757,0.6767676767676768,0.5909090909090908
TSC1,71,13,58,0.9482758620689655,0.9615384615384616,0.9562334217506631,0.9071618037135278,0.8793103448275862
TSC2,318,143,175,0.9488511488511489,0.9424975024975025,0.9382217782217782,0.7957242757242756,0.7201998001998001
TSEN2,12,4,8,1.0,1.0,0.90625,1.0,1.0
TSEN54,27,5,22,0.9636363636363636,0.9454545454545454,0.9636363636363636,0.9318181818181818,0.9363636363636364
TSPAN12,6,3,3,1.0,1.0,1.0,1.0,1.0
TSPEAR,16,4,12,1.0,0.9791666666666666,0.9375,0.9791666666666666,0.8541666666666666
TTC21B,13,4,9,0.8888888888888888,0.8611111111111112,0.9166666666666667,0.7222222222222223,0.763888888888889
TTI1,10,4,6,0.7083333333333334,0.75,0.7083333333333334,0.7916666666666666,0.7291666666666666
TTI2,16,4,12,1.0,0.9791666666666666,0.9791666666666666,0.9895833333333333,0.9166666666666667
TUBGCP6,38,3,35,0.5333333333333333,0.6476190476190476,0.6761904761904761,0.9047619047619048,0.5904761904761905
TULP1,26,22,4,0.9545454545454546,0.9772727272727273,0.9659090909090909,0.9602272727272727,0.9659090909090909
TYMP,35,30,5,1.0,0.9533333333333334,0.9133333333333333,0.9866666666666667,0.97
TYRP1,10,6,4,1.0,1.0,1.0,1.0,1.0
UBA5,6,3,3,1.0,1.0,1.0,1.0,0.8333333333333334
UBE3B,11,4,7,1.0,0.8214285714285714,0.6428571428571428,0.8214285714285714,0.8035714285714285
UGGT1,16,3,13,0.8974358974358974,0.9743589743589745,0.9487179487179488,0.923076923076923,0.8461538461538461
UNC13A,13,3,10,0.9333333333333333,1.0,0.8333333333333333,0.9333333333333333,0.8
UNC13D,16,9,7,0.8571428571428571,0.9365079365079365,0.9047619047619047,0.8253968253968255,0.9603174603174602
UROS,8,3,5,0.8,0.8,0.8,0.7333333333333333,0.6666666666666666
USB1,7,3,4,1.0,1.0,1.0,1.0,1.0
USH2A,310,221,89,0.9571406782246175,0.9643347399461081,0.9499720372159237,0.9476333316386192,0.904951954852814
USP45,17,4,13,0.7692307692307693,0.7115384615384615,0.7884615384615385,0.8269230769230769,0.8846153846153846
USP53,22,5,17,0.9882352941176471,0.9882352941176471,0.9764705882352941,0.9705882352941176,0.8823529411764706
USP9X,47,14,33,0.9567099567099567,0.9718614718614719,0.9393939393939394,0.9090909090909091,0.6774891774891775
VHL,114,87,27,0.9272030651340996,0.9444444444444445,0.9220945083014049,0.8271604938271604,0.8599404001702853
VLDLR,8,3,5,1.0,1.0,0.9333333333333333,1.0,1.0
VPS13D,46,6,40,0.9375,0.9958333333333333,1.0,0.9208333333333333,0.7854166666666667
VPS53,8,3,5,0.4666666666666666,0.6,0.5333333333333333,0.5333333333333333,0.6
VWF,144,120,24,0.9447916666666666,0.9491319444444445,0.9458333333333333,0.8310763888888888,0.9244791666666667
WARS2,9,4,5,1.0,1.0,1.0,1.0,1.0
WASHC5,14,8,6,0.9791666666666667,0.9583333333333334,1.0,1.0,0.9791666666666667
WDFY3,56,7,49,0.9271137026239067,0.9096209912536444,0.868804664723032,0.912536443148688,0.7142857142857143
WDR1,12,7,5,0.8285714285714285,1.0,0.6571428571428571,0.942857142857143,0.7571428571428571
WDR19,26,16,10,0.9500000000000001,0.96875,0.9125000000000001,0.903125,0.8437500000000001
WDR35,6,3,3,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,0.7777777777777778
WDR37,27,8,19,0.7894736842105263,0.9539473684210527,0.9144736842105263,0.7401315789473685,0.8355263157894737
WDR45,15,5,10,1.0,1.0,0.9400000000000001,1.0,0.95
WDR72,12,3,9,0.8148148148148148,0.7962962962962963,0.9259259259259258,0.888888888888889,0.8518518518518519
WDR73,10,5,5,1.0,1.0,0.9600000000000001,1.0,0.98
WFS1,71,47,24,0.9530141843971631,0.9423758865248228,0.9494680851063829,0.9578900709219859,0.8745567375886525
WNT10A,21,15,6,0.9555555555555556,1.0,0.9333333333333333,0.9555555555555556,0.9055555555555556
WNT5A,16,6,10,0.8999999999999999,0.8666666666666667,0.7666666666666666,0.9333333333333333,0.8166666666666667
WRN,10,5,5,0.88,0.88,0.9600000000000001,0.8400000000000001,0.6599999999999999
WWOX,18,7,11,0.8181818181818181,0.9090909090909091,0.6363636363636364,0.8051948051948051,0.7857142857142857
XYLT2,8,3,5,1.0,1.0,1.0,1.0,0.9
YWHAG,10,7,3,1.0,1.0,1.0,1.0,0.7857142857142857
YY1,12,9,3,1.0,1.0,0.962962962962963,1.0,1.0
ZAP70,9,5,4,0.8,0.9,1.0,0.8,0.8
ZBTB20,63,29,34,0.9746450304259635,1.0,0.9969574036511156,0.9148073022312373,0.9016227180527383
ZBTB7A,9,3,6,1.0,0.9444444444444444,0.8333333333333333,0.9444444444444444,1.0
ZC4H2,13,9,4,1.0,1.0,1.0,1.0,1.0
ZEB2,141,28,113,0.9728192161820481,0.9739254108723135,0.9804045512010113,0.8209544879898862,0.8707332490518331
ZFPM2,28,4,24,0.8020833333333333,0.8020833333333333,0.7291666666666666,0.765625,0.8333333333333333
ZMYND11,21,10,11,0.6727272727272726,0.9636363636363636,0.9363636363636363,0.9727272727272727,0.9272727272727272
ZNF148,10,3,7,0.8571428571428571,0.9047619047619048,0.7619047619047619,0.7142857142857143,0.7619047619047619
ZNF335,28,4,24,0.9895833333333334,0.9895833333333334,1.0,1.0,0.9166666666666666
ZNRF3,10,3,7,0.9523809523809524,1.0,1.0,1.0,1.0
